,tweet,sentiment,id,created_at,link
147403,$TWTR Twitter soars on double upgrade,1,1083480788736237568,2019-01-10 22:48:44,https://twitter.com/naashonomics/status/1083480788736237568
83876,Someone(s) out there didn’t buy the dip but in a few days will pretend they bought the dip and that’s $TWTR for you.,0,1260943445192916992,2020-05-14 16:41:59,https://twitter.com/SJD10304/status/1260943445192916992
122369,Twitter shares jumped in premarket after the social media stock beat earnings expectations and added to its daily active users $TWTR,1,1155101869309595649,2019-07-27 15:05:21,https://twitter.com/GuideInvestor/status/1155101869309595649
36771,"True 🇺🇸 isn’t on $twtr — true they  check up on what eye have to say  but what was being said about me   is because eye found the flaw for  Americans, which is most of their  quote unquote NYC media on here  who aren’t journalists or reporters  at all, whom still don’t see it.",0,1343975569399037952,2020-12-29 18:42:00,https://twitter.com/geoffreytnguyen/status/1343975569399037952
124399,Are you serious about learning? It's all about your perspective   focus on what you need to know! $FB $TWTR,0,1150857700592500738,2019-07-15 22:00:32,https://twitter.com/timothysykes/status/1150857700592500738
67164,Back in $TWTR 40c .5,1,1286320558922035201,2020-07-23 17:21:34,https://twitter.com/watchjoshtrade/status/1286320558922035201
92325,$TWTR stopped 26.60s i go so close to my +1 grrrr thanks for playing?,0,1239574638176301056,2020-03-16 16:29:58,https://twitter.com/tazjam67/status/1239574638176301056
32760,"Hmm, I bought $twtr stock at $14 with the rationality “the president has Twitter”.  Sold it during covid.   The fact they banned his ass makes me want to reinvest 😂   I don’t even know what it’s trading at",1,1348032330724745219,2021-01-09 23:22:07,https://twitter.com/allaboutbubbles/status/1348032330724745219
4559,#twtr $twtr    (shakes the hashtags) ]#firsthashtaggers are done with this twitter  ]#twitter #atjack #twtr,0,1384229141101178892,2021-04-19 21:35:19,https://twitter.com/edgeof8/status/1384229141101178892
44222,This is promoted!!!  selling all my $twtr stock Monday...this is a fix!,-1,1325130784055943169,2020-11-07 18:39:33,https://twitter.com/figcon1/status/1325130784055943169
38378,Interactive Brokers 3 min volume scan  hot stocks of the moment  $NQ_F $ES_F $SPX #Scans       IB tab setup  $twtr,1,1339186978332553217,2020-12-16 13:33:51,https://twitter.com/jlitwinetz/status/1339186978332553217
15226,"One of the biggest bright spots of growth is internet. $TWTR $PINS $SNAP continue to stand out in my eyes. If the market can u-turn, these will be off to ATHs fast IMO.",1,1364970047295389700,2021-02-25 17:06:33,https://twitter.com/duckman1717/status/1364970047295389700
72393,Tik Tok getting railed lately. Seems like a smear campaign to me. Similar to Vine which ended up getting bought by Twitter &amp; shut down.   Guessing $FB/Instagram or $TWTR looking to roll something soon or just found an opportunity to crush them.,0,1280974060835549185,2020-07-08 23:16:30,https://twitter.com/CARDlGAN/status/1280974060835549185
60228,Especially with $TWTR just consolidating since 2:00 :/,0,1300881744518942721,2020-09-01 21:42:31,https://twitter.com/chrones12/status/1300881744518942721
130709,$TWTR - I remain a buyer above the 20 period ema (yellow line) at 37.85,1,1126521053851811840,2019-05-09 18:15:23,https://twitter.com/investatrade/status/1126521053851811840
7524,Daily indicators are bullish as hell for $TWTR. Trading bots are pressing down the price before the final load up. About to explode here big for the rest of the month making new highs.,1,1379087678780682243,2021-04-05 17:04:59,https://twitter.com/clashofwsb/status/1379087678780682243
67126,$TWTR,0,1286325982576521217,2020-07-23 17:43:07,https://twitter.com/Kiefer_Criss/status/1286325982576521217
47425,Twitter shares crash 12% as user weakness offsets strong Q3 beats $TWTR,-1,1322027980332433409,2020-10-30 05:10:07,https://twitter.com/newsfilterio/status/1322027980332433409
64984,$TWTR - Quarterly Report (10-q),0,1290385484804501506,2020-08-03 22:34:08,https://twitter.com/resx18/status/1290385484804501506
27625,Small biz $twtr ad,0,1350473947716808705,2021-01-16 17:04:14,https://twitter.com/Crussian17/status/1350473947716808705
65061,"  FinTwit development is very low on Twitter's list of priorities because the majority of Twitter employees are pro-socialism and anti-Wall Street. Jack caters to his employees, including transferring wealth from shareholders to the people who work at Twitter. $TWTR",-1,1290279489721626625,2020-08-03 15:32:57,https://twitter.com/StockViking/status/1290279489721626625
119310,$TWTR Monthly,0,1165059418976899072,2019-08-24 02:33:05,https://twitter.com/BBGMarket/status/1165059418976899072
10888,$TWTR should sell the blue check marks using NFTs. Verified on the blockchain.   $100 dollar stock right there.,0,1370994729664528387,2021-03-14 08:06:30,https://twitter.com/agnostoxxx/status/1370994729664528387
81062,Note we had a comment by a $TWTR  employee describing POTUS as tangerine racist and belittling flyover states - I am holding my nose and stooping to #twitter / Liberal puerile level to demonstrate a point by replying in the same vein.,-1,1265848871491493891,2020-05-28 05:34:23,https://twitter.com/AsianStockTradr/status/1265848871491493891
23297,Sports gambling is becoming a nice ad revenue generator for Twitter.  $TWTR,1,1356826432161390593,2021-02-03 05:46:44,https://twitter.com/youngpontiff/status/1356826432161390593
76807,"mentioned $SE last week, red to green move today. $TWTR getting momentum as well right now  ",1,1272532351415980033,2020-06-15 16:12:09,https://twitter.com/DavisMartin88/status/1272532351415980033
22570,$TWTR back at 3.35 from 3.20.  After going as low as .75. I almost want to sell it for all her hard work.,-1,1357778526364200965,2021-02-05 20:50:01,https://twitter.com/SunsetOptionsx/status/1357778526364200965
98229,$TWTR NEW ARTICLE : Twitter's First Billion-Dollar Quarter   Get all the latest $TWTR related news here :,1,1225779552942796802,2020-02-07 14:53:13,https://twitter.com/StckPro/status/1225779552942796802
73908," As $TWTR most loyal bag holder,  will enjoy this 😀",1,1279027377482448897,2020-07-03 14:21:04,https://twitter.com/paras360/status/1279027377482448897
78297,"Snap Says It Will No Longer Promote Trump's Content, Says He Incites Racial Violence $SNAP $TWTR  ",0,1268325835708051456,2020-06-04 01:36:58,https://twitter.com/newsfilterio/status/1268325835708051456
27975,"Large Print $TWTR Size: 403253 Price: 46.04 Time: 930 Amount: $18,565,768.12",0,1350087849270505472,2021-01-15 15:30:01,https://twitter.com/TradeWithAlerts/status/1350087849270505472
57273,Holy shit $twtr blew up when I wasn’t looking. Back on my tadar,1,1308569023723036672,2020-09-23 02:49:01,https://twitter.com/ntrade2020/status/1308569023723036672
135465,Prepare yourself for a slow stock market   this survival guide can help $FB $TWTR,0,1116778198757408768,2019-04-12 21:00:45,https://twitter.com/timothysykes/status/1116778198757408768
69057,"$TWTR Hackers involved in the high-profile hijacking of Twitter accounts were a group of young friends with no links to state or organized crime, “one of whom says he lives at home with his mother,”  The New York Times reports  ",-1,1284371406961217537,2020-07-18 08:16:20,https://twitter.com/silentmax/status/1284371406961217537
142538,Don't miss out on these 7 TOP tips! See   they will help guide you $FB $TWTR,0,1093932707711774721,2019-02-08 19:00:56,https://twitter.com/timothysykes/status/1093932707711774721
23563,$TWTR  Twitter shares will drop,-1,1356553598835056641,2021-02-02 11:42:36,https://twitter.com/cemilnyse/status/1356553598835056641
1851,I thought $TWTR was doubling revs by 2023? How you may ask? By growing 3% per quarter!  just step down already this is a disaster,-1,1387882400915542017,2021-04-29 23:32:04,https://twitter.com/antonyandelic/status/1387882400915542017
132948," Nice work but  the  stock are expected to have new high $twtr,  i have long call in same your strike 40",1,1120996235756937217,2019-04-24 12:21:44,https://twitter.com/balanced00/status/1120996235756937217
107517,I love Twitter. I'll buy some $TWTR stock and cancel my  Netflix.,1,1199663396402204682,2019-11-27 13:16:57,https://twitter.com/dreederer/status/1199663396402204682
13658,"Nathan Michaud, Founder Of Investors Underground, Joins 'Pennies Going in Raw' To Talk Twitter Traders, Short Selling And More  Related Tickers: $AMC $TWTR Read more at:  ",0,1365850331507281921,2021-02-28 03:24:29,https://twitter.com/QuantData/status/1365850331507281921
74996,Prayers up for $FB $TWTR $PINS come Monday open. I expect more companies to follow suit.,0,1276670610983268353,2020-06-27 02:16:07,https://twitter.com/Geedreamin/status/1276670610983268353
82767,Hope it was  but 🤔🙄 $TWTR,0,1263227596554338304,2020-05-20 23:58:23,https://twitter.com/CurationMostly/status/1263227596554338304
130810,"$FB, $TWTR and $SNAP are great for communicating, but don’t you miss getting letters in the mail? Fiction Letters combines great #fiction with the fun of opening your mailbox to find a letter waiting for you. Learn more at    ",1,1126171227566104578,2019-05-08 19:05:18,https://twitter.com/Fiction_Letters/status/1126171227566104578
42570,"$SNAP $TWTR NEW ARTICLE : Twitter Wants to Be More Like Instagram, Snapchat, and Other Social Media Leaders   Get all the latest $SNAP related news here :    ",0,1328810128456429576,2020-11-17 22:19:57,https://twitter.com/StckPro/status/1328810128456429576
109012,Best thing to happen to  since  joined $TWTR,0,1195370693560537088,2019-11-15 16:59:16,https://twitter.com/SSCapitalLLC/status/1195370693560537088
29815,$TWTR BANS 70K ACCTS LINKED TO Q-ANON  SHORT $TWTR,-1,1348971789217652736,2021-01-12 13:35:11,https://twitter.com/HiddenBids/status/1348971789217652736
140540,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days:   It's FREE! No Credit Card Required! $TWTR $FB $AAPL $NVDA,0,1100408953001766912,2019-02-26 15:55:13,https://twitter.com/OptionAlarm/status/1100408953001766912
145886,There are 261 million International Twitter users which account for 79% of Twitter accounts are based outside the United States. There are over 69 million Twitter users in the US. Roughly 46% of Twitter users are on the platform daily.           $TWTR,0,1088623546627170305,2019-01-25 03:24:13,https://twitter.com/L_Gabrielle_A/status/1088623546627170305
70969,They all used 3rd party scheduling apps with read write access to their accounts...  Not much $TWTR can do when people give 3rd parties the keys to their account.,0,1283513118459600896,2020-07-15 23:25:48,https://twitter.com/kg3737373/status/1283513118459600896
17571,👏 i guess 🤷‍♂️⏳⌛️ $TWTR,0,1361723213533884417,2021-02-16 18:04:48,https://twitter.com/CurationMostly/status/1361723213533884417
11471,$TWTR #TWITTER - 15 min.: TWITTER INC. is part of a very strong bullish trend. Traders may consider trading only long positions (at the time of purchase) as long as the price...,1,1369667734682951681,2021-03-10 16:13:29,https://twitter.com/Londinia_IA/status/1369667734682951681
37134,"$SQ $TWTR $SPY   NEW: Square, the digital-payment company run by Jack Dorsey, has held talks to acquire Jay-Z's music-streaming service Tidal, a source says  ",0,1341909927460282373,2020-12-24 01:53:52,https://twitter.com/punit352/status/1341909927460282373
102847,$TWTR This same guy sells at least once a month if not more.,-1,1215118414596968448,2020-01-09 04:49:40,https://twitter.com/toeknee01/status/1215118414596968448
108732,$TWTR above our strike and ITM baby...come and see what else is in the money at our joint,1,1196496141216604161,2019-11-18 19:31:24,https://twitter.com/marketdollqueen/status/1196496141216604161
109280,SteadyTrade co-host Stephen Johnson is finally ditching trading FOMO — tune in now to find out what he just did with his small account!   $FB $TWTR,0,1194314132696289280,2019-11-12 19:00:53,https://twitter.com/StocksToTrade/status/1194314132696289280
139567,"$TWTR bear flag channel. 5,10/20,50dma converging down intraday triple top  ",-1,1103455819973169152,2019-03-07 01:42:23,https://twitter.com/kpak82/status/1103455819973169152
111543,"  - #CryptoCorner: Bakkt (NYSE: $ICE) Outlines Future Plans Including Starbucks (Nasdaq: $SBUX) Digital Payments, Twitter (NYSE: $TWTR) and Square (NYSE: $SQ) CEO Jack Dorsey Partic...  ",1,1189590067234443264,2019-10-30 18:09:08,https://twitter.com/InvestorIdeas/status/1189590067234443264
47064,"  ""esp $TWTR""  Imagine what's going to happen when its largest forcing-function is no longer in office.",0,1322178093948325889,2020-10-30 15:06:37,https://twitter.com/douglasritz/status/1322178093948325889
82325,$DIS &amp; $TWTR strong. Want higher!,1,1263893880665145353,2020-05-22 20:05:57,https://twitter.com/JDR1024/status/1263893880665145353
83013,$twtr to the moon,1,1263124307980554241,2020-05-20 17:07:57,https://twitter.com/Dyro01676/status/1263124307980554241
132184,BMO Capital Markets Raises Twitter $TWTR Price Target to $42.00,1,1122493059512532993,2019-04-28 15:29:34,https://twitter.com/dailypoliticaln/status/1122493059512532993
18169,$TWTR people don’t realize what’s coming yet and it just broke out of a SEVEN YEAR BASE,1,1360418632161873927,2021-02-13 03:40:51,https://twitter.com/gamestopping/status/1360418632161873927
47902,From Twitter Q3 Earnings Conference Call: Ad Sales Up 19% Year Over Year In Last Few Weeks Of Qtr.  Related Tickers: $TWTR,1,1321925717672841217,2020-10-29 22:23:45,https://twitter.com/QuantData/status/1321925717672841217
8042,"Twitter is for News and more  One of the problems for  and $TWTR is the ""and more"" part.  is a good start!",1,1377433831519649792,2021-04-01 03:33:11,https://twitter.com/mikozlowski/status/1377433831519649792
101008,RT EXACTLY.  🤓👍 Have used that hack plenty lately.  A few more hacks on avoiding all  Ads buried in this thread if anyone’s interested:    $TWTR #LifeHacks #TwitterTips,0,1220506440000868353,2020-01-24 01:39:45,https://twitter.com/CurationMostly/status/1220506440000868353
132483,We are a must-buy': $TWTR says ad payments to publishers are up 60% - Digiday,1,1121537784299302912,2019-04-26 00:13:39,https://twitter.com/ChrisGallo_AB/status/1121537784299302912
104402,I guess the Christmas gift to us $TWTR shareholders is that  went out and talked about EBITDA margins. Merry Christmas fellow travelers!!,1,1209321639789420544,2019-12-24 04:55:21,https://twitter.com/Tweeter_IR/status/1209321639789420544
40374,Do people buying $twtr know that $snap is up on BofA saying app download and traffic better while $twtr is worse?,-1,1334185151782408193,2020-12-02 18:18:22,https://twitter.com/RobEducated/status/1334185151782408193
13238,Why else would  use $TWTR?,0,1366530902570901507,2021-03-02 00:28:50,https://twitter.com/StockJoke/status/1366530902570901507
48405,"Twitter Tops Q3 Earnings Forecast, Misses on User Growth; Shares Plunge    $TWTR",-1,1321908936082161664,2020-10-29 21:17:04,https://twitter.com/TheStreet/status/1321908936082161664
70315,LIBERATE REALDONALDTRUMP!  lol $TWTR,-1,1283566926401286149,2020-07-16 02:59:37,https://twitter.com/9Joe9/status/1283566926401286149
54558,$TWTR $JKS in the 52 week high list,1,1313200450179600384,2020-10-05 21:32:40,https://twitter.com/SunriseTrader/status/1313200450179600384
87451,$twtr above 29 goes to 31 IMHO!,1,1254037372813148161,2020-04-25 15:19:43,https://twitter.com/sebasti00495668/status/1254037372813148161
124610,$TWTR #Twitter  #Breaking #FoxAndFriends #MAGA #tcot,0,1150150349870837760,2019-07-13 23:09:46,https://twitter.com/GodBlessUSA316/status/1150150349870837760
84034,"Thanks for today, Well done! Would it be possible to have a transcript of the conversation. Thanks. $TWTR",1,1260608318172782592,2020-05-13 18:30:18,https://twitter.com/josecorai/status/1260608318172782592
96281,❤️ this   $TWTR,1,1230568862791454722,2020-02-20 20:04:14,https://twitter.com/RichLightShed/status/1230568862791454722
128822,My student Huddie has been on a hot streak! Check out his essential tips-   don't miss this video! $FB $TWTR,0,1133825469147746309,2019-05-29 22:00:31,https://twitter.com/timothysykes/status/1133825469147746309
66639,Morgan Stanley Boosts Twitter $TWTR Price Target to $35.00,1,1286662471491768321,2020-07-24 16:00:12,https://twitter.com/dakotafinancial/status/1286662471491768321
107765,"$TWTR testing Thurs highs. $GE nice move early but gave up all b/out gains, thought about selling for 85% profit since it's thanksgiving, but held... $X looking good, broke 13.83, next spot 14.03. $DIS broke Friday's high and came back. Possibly bouncing to confirm new support",1,1199007900355694592,2019-11-25 17:52:14,https://twitter.com/engagethetrade/status/1199007900355694592
72654,$TWTR HAS NO NEWS ON ANYTHING SUBSCRIPTION ORIENTED: CNBC,0,1280919513073168385,2020-07-08 19:39:44,https://twitter.com/phanendravarma/status/1280919513073168385
9758,"How should social media posts from world leaders &amp; ""official"" government accounts be treated by platforms?   wants to hear from you...take the survey and make your feelings known. Curious how this will shape policies going forward.     $TWTR",0,1373959242047184900,2021-03-22 12:26:24,https://twitter.com/TheDomino/status/1373959242047184900
81355,"Because life goes on, I’m sure   employees will do their whole  blah blah I enjoyed my time here  so much wtv wtv. If you work  for $twtr / $sq your life is prob more  cushy than someone who has to  work at a grocery store in the 🇺🇸  and listen to same songs over and over.",0,1265703434797236224,2020-05-27 19:56:29,https://twitter.com/geoffreytnguyen/status/1265703434797236224
30940,$TWTR Is Market voting or weighting?                                           *No position.,0,1348653612273172483,2021-01-11 16:30:52,https://twitter.com/AluziLuzin/status/1348653612273172483
114783,$twtr,0,1184931133152063488,2019-10-17 22:36:11,https://twitter.com/AnshulMjn/status/1184931133152063488
94546,$TWTR Needs a Babysitter,0,1234828740686946305,2020-03-03 14:11:28,https://twitter.com/BloomBudFox/status/1234828740686946305
60718,"Insider Selling: Twitter Inc $TWTR Insider Sells $67,585.00 in Stock  ",-1,1299304565771243520,2020-08-28 13:15:23,https://twitter.com/WatchlistN/status/1299304565771243520
44909,$TWTR to follow,0,1323892798056255489,2020-11-04 08:40:14,https://twitter.com/freetrader2021/status/1323892798056255489
32516,"This is really bad what    . I mean let’s not be dumb, he picked that profile picture for a reason. Maybe like  said that most of like will be outside the internet $TWTR",0,1348136202126450688,2021-01-10 06:14:52,https://twitter.com/Tweeter_IR/status/1348136202126450688
53313,$TWTR Below Avg Volume Daily appearances since 2013: 244 Close 5 days later ±: Avg: 0.01 SD: 2.65 Worst: -10.03 Best: 14.05  10 days later: Avg: -0.09 SD: 4.47 Worst: -15.29 Best: 17.43  30 days later: Avg: -0.24 SD: 8.34 Worst: -17.22 Best: 31.41,0,1316111977798795264,2020-10-13 22:22:02,https://twitter.com/dailycandlestix/status/1316111977798795264
73496,"My  #PromotedTweets are roughly 20% medical devices (not a doctor, nor do I work in healthcare), 30% commercial IT equipment (don't work in tech), and 49% random 3AM channel 69 infomercial trash. 1% are remotely interesting.   , any ad product developments?   $TWTR  ",-1,1280528180726640640,2020-07-07 17:44:44,https://twitter.com/Saul_Bloom/status/1280528180726640640
72340,$TWTR #TWTR Huge balloon breakout continuation today...,1,1281004840345153537,2020-07-09 01:18:48,https://twitter.com/TrendSpider/status/1281004840345153537
3742,$TWTR  new alert at    #stocks #daytrading  #NYSE #NASDAQ #market 1062,0,1385652672519458823,2021-04-23 19:51:55,https://twitter.com/mediasentiment/status/1385652672519458823
25434,Entry Signal Time: 26/1 9:35 BATS:TWTR Asset: Twitter Direction: Long Timeframe: 5 minute TP price: 49.63 Pips/Points gained: 0.8 % move: 1.64%  Subscribe now to our trading signals:    #TWTR #NYSE #stocks $TWTR,1,1354078760979542018,2021-01-26 15:48:28,https://twitter.com/bti_trading/status/1354078760979542018
125557,I’ve heard that from people.  Jack and the Twitter SJWs have me flagged for asking tough questions   Don’t think I’ve directly insulted a person in my 3 yrs on $TWTR,0,1146776604955295744,2019-07-04 15:43:43,https://twitter.com/HedgehogOptions/status/1146776604955295744
21372,"Lots of resistance for $TWTR at $60. Finish the day above $60! C’mon girl, you can do it!",1,1359245132369911813,2021-02-09 21:57:47,https://twitter.com/CarolinaReiver/status/1359245132369911813
86243,"Ad revenue was down 27% from March 11-March 31, says  on impact of #COVID19 pandemic on $TWTR's business. ""As [events] come back we'll work hard to deliver Twitter to a bigger audience, and to help advertisers even better.""  ",-1,1255845798497091584,2020-04-30 15:05:45,https://twitter.com/SquawkCNBC/status/1255845798497091584
131321,Wow $twtr strong close. HOD! 5 yr cup and handle playing out. Cmon 46. We need to smash through on big volume. Glta Hagw.,1,1124406338983882753,2019-05-03 22:12:16,https://twitter.com/bingdrinkkick/status/1124406338983882753
95283,Libertarian Investor takes controlling stake in $twtr  Will  be replaced again?,0,1233770941802405890,2020-02-29 16:08:09,https://twitter.com/BrianGoodlife/status/1233770941802405890
115797,Twitter $TWTR Downgraded by Zacks Investment Research,-1,1180112797251833856,2019-10-04 15:29:50,https://twitter.com/TickerReport/status/1180112797251833856
59847,UPDATE 1-Internet companies urge FCC to reject Trump bid to impose new social media regulations $FB $AMZN $MSFT $TWTR,0,1301245270630510592,2020-09-02 21:47:03,https://twitter.com/newsfilterio/status/1301245270630510592
31255,$TWTR down -11% after they backstabbed ALL of their shareholders by making a instant decision. What shareholder would want to be apart of that?,-1,1348640343009480704,2021-01-11 15:38:08,https://twitter.com/ChartBreakouts/status/1348640343009480704
35213,"$TWTR - Trump to Regain Ability to Tweet, but Facebook Ban to Continue -- 4th Update  ",0,1347266784068595716,2021-01-07 20:40:06,https://twitter.com/resx18/status/1347266784068595716
131522,"$TWTR New market information for Twitter, Inc. at    #STOCKS #NYSE DataSwarm ref: 8282",0,1123985513357221890,2019-05-02 18:20:03,https://twitter.com/DataswarmM/status/1123985513357221890
28408,"My $TWTR short continues. A medium that has derived value mostly from its chaos, horrible conversion from awareness, no creative monetization structure, &amp; now an increasingly censorious reputation. Compound w/ apparent lack of self awareness—predominantly-journo tumblr in months",-1,1349779025707765761,2021-01-14 19:02:52,https://twitter.com/The2ishPercent/status/1349779025707765761
54108,it’s the hot topic on $twtr. Twitter runs the market! You’re gonna piss off a lot of people!,0,1314182841740201985,2020-10-08 14:36:20,https://twitter.com/jbranchini1/status/1314182841740201985
95751,RT  are you going step up and bring some #Bitcoin integration to  or just watch as  presses forward with centralized Libra further extending the facebook ecosystem? Make a move     Level up $BTC $TWTR and add some utility to Twitter.,0,1232785646445617152,2020-02-26 22:52:56,https://twitter.com/CurationMostly/status/1232785646445617152
42742,$TWTR,0,1328739726896009220,2020-11-17 17:40:12,https://twitter.com/1realslug/status/1328739726896009220
37303," $TWTR is criminally undervalued in every aspect of journalism, news &amp; knowledge sharing, search, networking, scientific/practical popularity, personal growth, etc. I’ve learnt from the likes of you so much that I’d never find in any other website or platform, even paid ones.",1,1341395222689959937,2020-12-22 15:48:37,https://twitter.com/M1shaal/status/1341395222689959937
29933,This is what #censorship does to your $stock..      $TWTR   #TRADING,-1,1348855971473477633,2021-01-12 05:54:58,https://twitter.com/AlwaysCrypto81/status/1348855971473477633
115358,Recommendation Moderate #BUY for $TWTR with UB rating - 3.38 out of 5.,1,1182144985543495680,2019-10-10 06:05:02,https://twitter.com/1MinuteStock/status/1182144985543495680
111034,thank you for not allowing political adds but now it’s time for $twtr To grow financially how are you going to grow my stock,1,1189723112117620736,2019-10-31 02:57:48,https://twitter.com/Badassbetta/status/1189723112117620736
87035,Market Futures Go green on back of $GOOGL ER results.. Short Better cover now.. $SNAP $TWTR,1,1255257344403013633,2020-04-29 00:07:27,https://twitter.com/Disrupttech2/status/1255257344403013633
24705,Hear  talk $twtr Feb 10!,0,1354558949324779525,2021-01-27 23:36:34,https://twitter.com/nedsegal/status/1354558949324779525
63245,"Who buys #tiktok, $TWTR or $MSFT?",0,1293175083838705667,2020-08-11 15:19:00,https://twitter.com/drbeckler/status/1293175083838705667
121639,"  if we tweet to each other a lot, will $twtr rise?   I can tweet about $sq as well.",0,1156654569901850625,2019-07-31 21:55:13,https://twitter.com/MTVNewBiz/status/1156654569901850625
50347,$TWTR target met. Now it will go for 52.00 then 54.35,1,1319737469454123009,2020-10-23 22:28:26,https://twitter.com/GnDoty/status/1319737469454123009
12824,All #gains and theta from $tsla covered calls goes to $twtr until $100B cap (then we should get out the pencil and some napkins),1,1367153532483215361,2021-03-03 17:42:57,https://twitter.com/dinofold/status/1367153532483215361
25385,$TWTR taking half off at 51.30,0,1354081232645214209,2021-01-26 15:58:18,https://twitter.com/OopaMoney/status/1354081232645214209
42650,"Officially dumped $FB stash since the Covid lows ($150), $TWTR you’re next #MediaRevolution",-1,1328769732615557120,2020-11-17 19:39:26,https://twitter.com/Price420Captain/status/1328769732615557120
42119,Hit intraday highs $twtr,1,1329510615157792774,2020-11-19 20:43:26,https://twitter.com/tweetatmehomie/status/1329510615157792774
33925,Trumpter social media platform has 80 million subscribers out of the gate and is going to be a massive IPO. Maybe a direct listing. I sold $twtr today banking nice $$$.,-1,1347722990700564480,2021-01-09 02:52:55,https://twitter.com/LNGeconomist/status/1347722990700564480
29630,$twtr 👀,0,1349018108778979336,2021-01-12 16:39:15,https://twitter.com/Ronedwards1_/status/1349018108778979336
30602,Who else bought the dip on Twitter this morning?  $TWTR,1,1348688201481932801,2021-01-11 18:48:19,https://twitter.com/BusinessFamous/status/1348688201481932801
17849,$TWTR gapped up 13.2% on 4x average volume on earnings.  Now at a 7-year high and closing in on all-time high of 74.74.,1,1361371097069879296,2021-02-15 18:45:37,https://twitter.com/TMLTrader/status/1361371097069879296
115193,Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-time careers. Find out more here:   $GS $JPM $TWTR $YELP,0,1183184342840942594,2019-10-13 02:55:04,https://twitter.com/OptionAlarm/status/1183184342840942594
130883,Failure sucks BUT it helps you grow! Study   for 5 ways failure can actually help you in the long run $FB $TWTR,0,1125898269329108995,2019-05-08 01:00:40,https://twitter.com/timothysykes/status/1125898269329108995
36873,$twtr,0,1343583698801872899,2020-12-28 16:44:51,https://twitter.com/suitedupwook/status/1343583698801872899
29009,"2 small winners today and I’m very happy with that. +0.8R on $AMD Long, and +0.5R on $AAPL Short +19.25R for the month. Couple more days to try and hit my 20R goal!",0,1344304542817677316,2020-12-30 16:29:13,https://twitter.com/GYoungtrades/status/1344304542817677316
84441,Final Trade Buy $AMD AMD  Says BUY $AMD AMD w Both Hands Tomorrow Morning Especially w  On CNBC  9:15 AM and IMO $MU Micron Undervalued Should Go Higher BOOM 💥,0,1255290830765592577,2020-04-29 02:20:30,https://twitter.com/TopNotch034/status/1255290830765592577
135373,$AMD The strange thing is appl’s effect was greater despite Samsung’s being more directly correlated to chip market.,0,1082633134888370177,2019-01-08 14:40:28,https://twitter.com/Adambrill89/status/1082633134888370177
64285,▶︎ SunCoke Energy Q2 earnings beat estimates   $amd $v $ebay,0,1290303020970934278,2020-08-03 17:06:27,https://twitter.com/WickedSplits/status/1290303020970934278
128123,$AMD impressive move today and INSIDE #60ANCHOR setup!,1,1108154536521273344,2019-03-20 00:53:24,https://twitter.com/TrueBubbleHead/status/1108154536521273344
132260,BREAKING NEWS: AMD $AMD rallies on news the company's #GPU flys by Nvidia's RTX. Shares up 15%  #StocksInNews #stocks #investing #investments #ai #ArtificialIntelligence #StocksToWatch,1,1090620046072795136,2019-01-30 15:37:36,https://twitter.com/tsginvest/status/1090620046072795136
112718,ANOTHER UPTICK IN $AMD CALL ACTIVITY ..,1,1159865589877415936,2019-08-09 18:34:40,https://twitter.com/WallStJesus/status/1159865589877415936
72471,$AMD trying for the BO,0,1285938022593310720,2020-07-22 16:01:30,https://twitter.com/tony_vsg/status/1285938022593310720
75445,"  WSB God's long thesis and conviction on $TSLA, $AMD, $NVDA, etc are pretty clear (if seemingly misguided). He posted when he was balls deep in this trade way back, ""positioning trade"" was made clear. Magnificent bastard   ",1,1280300065429454849,2020-07-07 02:38:17,https://twitter.com/DickPillzerian/status/1280300065429454849
108852,"Advanced Micro Devices, Inc. $AMD Receives $30.36 Average Target Price from Brokerages  ",0,1179638887544709120,2019-10-03 08:06:42,https://twitter.com/dailypoliticaln/status/1179638887544709120
84337,$AMD will close green 🤗🤗,1,1255479989429993474,2020-04-29 14:52:09,https://twitter.com/Moum413/status/1255479989429993474
4059,$AMD seeing sustained chatter on wallstreetbets over the last few days,0,1384632296796561408,2021-04-21 00:17:19,https://twitter.com/topstonks/status/1384632296796561408
100408,$AMD NICE START:),1,1209468090657968128,2019-12-24 14:37:18,https://twitter.com/guysoldtrader/status/1209468090657968128
87961,$AMD BEARISH below $47.5,-1,1244977203416367109,2020-03-31 15:17:50,https://twitter.com/YourFavoriteAI/status/1244977203416367109
105697,"Wednesday: $MCHP, $WW, $TNDM, $AMD",0,1191901708437245952,2019-11-06 03:14:46,https://twitter.com/NextDayTrade/status/1191901708437245952
126857,"Btw, Estimated #Earnings Per Share for $AMD is $0.04 it's 0.16% of the current price  ",0,1112662398144376832,2019-04-01 12:26:02,https://twitter.com/1MinuteStock/status/1112662398144376832
95045,$AMD - Advanced Micro Devices Inc. (AMD) CEO Lisa Su on Q4 2019 Results - Earnings Call Transcript.,0,1222529750343864321,2020-01-29 15:39:40,https://twitter.com/weijgenberger/status/1222529750343864321
33833,65% of ImageNet's 2020 system sales are $amd based. And you wonder why you can't find a Ryzen 5000 to buy.,1,1336157454854328320,2020-12-08 04:55:36,https://twitter.com/kendroiddddd/status/1336157454854328320
